time,hr,hrv,spo2,respRate,hrSuccess,spo2Success
2026-07-01T05:32:30.000Z,18,0,18,0,false,false
2026-07-01T05:35:00.000Z,58,75,18,0,true,false
2026-07-01T05:37:30.000Z,18,0,18,0,false,false
2026-07-01T05:40:00.000Z,59,36,18,0,true,false
2026-07-01T05:42:30.000Z,18,0,18,0,false,false
2026-07-01T05:45:00.000Z,59,59,95,117,true,true
2026-07-01T05:47:30.000Z,18,0,18,0,false,false
2026-07-01T05:50:00.000Z,58,62,18,0,true,false
2026-07-01T05:52:30.000Z,18,0,18,0,false,false
2026-07-01T05:55:00.000Z,59,87,18,0,true,false
2026-07-01T05:57:30.000Z,18,0,18,0,false,false
2026-07-01T06:00:00.000Z,59,45,95,122,true,true
2026-07-01T06:02:30.000Z,18,0,18,0,false,false
2026-07-01T06:05:00.000Z,55,46,18,0,true,false
2026-07-01T06:07:30.000Z,18,0,18,0,false,false
2026-07-01T06:10:00.000Z,58,44,18,0,true,false
2026-07-01T06:12:30.000Z,18,0,18,0,false,false
2026-07-01T06:15:00.000Z,60,57,95,125,true,true
2026-07-01T06:17:30.000Z,18,0,18,0,false,false
2026-07-01T06:20:00.000Z,57,69,18,0,true,false
2026-07-01T06:22:30.000Z,18,0,18,0,false,false
2026-07-01T06:25:00.000Z,56,67,18,0,true,false
2026-07-01T06:27:30.000Z,18,0,18,0,false,false
2026-07-01T06:30:00.000Z,55,59,97,128,true,true
2026-07-01T06:32:30.000Z,18,0,18,0,false,false
2026-07-01T06:35:00.000Z,57,57,18,0,true,false
2026-07-01T06:37:30.000Z,18,0,18,0,false,false
2026-07-01T06:40:00.000Z,58,66,18,0,true,false
2026-07-01T06:42:30.000Z,18,0,18,0,false,false
2026-07-01T06:45:00.000Z,59,67,96,119,true,true
2026-07-01T06:47:30.000Z,18,0,18,0,false,false
2026-07-01T06:50:00.000Z,58,42,18,0,true,false
2026-07-01T06:52:30.000Z,18,0,18,0,false,false
2026-07-01T06:55:00.000Z,57,60,18,0,true,false
2026-07-01T06:57:30.000Z,18,0,18,0,false,false
2026-07-01T07:00:00.000Z,68,51,18,0,true,false
2026-07-01T07:02:30.000Z,18,0,95,125,false,true
2026-07-01T07:05:00.000Z,74,63,18,0,true,false
2026-07-01T07:07:30.000Z,18,0,18,0,false,false
2026-07-01T07:10:00.000Z,73,70,18,0,true,false
2026-07-01T07:12:30.000Z,18,0,18,0,false,false
2026-07-01T07:15:00.000Z,73,38,18,0,true,false
2026-07-01T07:17:30.000Z,18,0,18,0,false,false
2026-07-01T07:20:00.000Z,70,47,18,0,true,false
2026-07-01T07:22:30.000Z,18,0,18,0,false,false
2026-07-01T07:25:00.000Z,68,54,18,0,true,false
2026-07-01T07:27:30.000Z,18,0,96,120,false,true
2026-07-01T07:30:00.000Z,78,46,18,0,true,false
2026-07-01T07:32:30.000Z,18,0,18,0,false,false
2026-07-01T07:35:00.000Z,76,42,18,0,true,false
2026-07-01T07:37:30.000Z,18,0,18,0,false,false
2026-07-01T07:40:00.000Z,71,43,18,0,true,false
2026-07-01T07:42:30.000Z,18,0,95,121,false,true
2026-07-01T07:45:00.000Z,80,36,18,0,true,false
2026-07-01T07:47:30.000Z,18,0,18,0,false,false
2026-07-01T07:50:00.000Z,76,45,18,0,true,false
2026-07-01T07:52:30.000Z,18,0,18,0,false,false
2026-07-01T07:55:00.000Z,74,38,97,138,true,true
2026-07-01T07:57:30.000Z,18,0,18,0,false,false
2026-07-01T08:00:00.000Z,76,32,18,0,true,false
2026-07-01T08:02:30.000Z,18,0,18,0,false,false
2026-07-01T08:05:00.000Z,64,42,18,0,true,false
2026-07-01T08:07:30.000Z,18,0,18,0,false,false
2026-07-01T08:10:00.000Z,74,47,95,134,true,true
2026-07-01T08:12:30.000Z,18,0,18,0,false,false
2026-07-01T08:15:00.000Z,74,44,18,0,true,false
2026-07-01T08:17:30.000Z,18,0,18,0,false,false
2026-07-01T08:20:00.000Z,77,46,18,0,true,false
2026-07-01T08:22:30.000Z,18,0,95,127,false,true
2026-07-01T08:25:00.000Z,77,43,18,0,true,false
2026-07-01T08:27:30.000Z,18,0,18,0,false,false
2026-07-01T08:30:00.000Z,77,44,18,0,true,false
2026-07-01T08:32:30.000Z,18,0,18,0,false,false
2026-07-01T08:35:00.000Z,74,38,18,0,true,false
2026-07-01T08:37:30.000Z,18,0,18,0,false,false
2026-07-01T08:40:00.000Z,79,50,18,0,true,false
2026-07-01T08:42:30.000Z,18,0,96,130,false,true
2026-07-01T08:45:00.000Z,73,50,18,0,true,false
2026-07-01T08:47:30.000Z,18,0,18,0,false,false
2026-07-01T08:50:00.000Z,75,37,18,0,true,false
2026-07-01T08:52:30.000Z,18,0,18,0,false,false
2026-07-01T08:55:00.000Z,69,43,18,0,true,false
2026-07-01T08:57:30.000Z,18,0,98,125,false,true
2026-07-01T09:00:00.000Z,73,40,18,0,true,false
2026-07-01T09:02:30.000Z,18,0,18,0,false,false
2026-07-01T09:05:00.000Z,77,37,18,0,true,false
2026-07-01T09:07:30.000Z,18,0,18,0,false,false
2026-07-01T09:10:00.000Z,73,51,18,0,true,false
2026-07-01T09:12:30.000Z,18,0,18,0,false,false
2026-07-01T09:15:00.000Z,76,57,18,0,true,false
2026-07-01T09:17:30.000Z,18,0,18,0,false,false
2026-07-01T09:20:00.000Z,73,51,18,0,true,false
2026-07-01T09:22:30.000Z,18,0,18,0,false,false
2026-07-01T09:25:00.000Z,75,36,96,129,true,true
2026-07-01T09:27:30.000Z,18,0,18,0,false,false
2026-07-01T09:30:00.000Z,79,53,18,0,true,false
2026-07-01T09:32:30.000Z,18,0,18,0,false,false
2026-07-01T09:35:00.000Z,84,30,18,0,true,false
2026-07-01T09:37:30.000Z,18,0,18,0,false,false
2026-07-01T09:40:00.000Z,72,34,96,131,true,true
2026-07-01T09:42:30.000Z,18,0,18,0,false,false
2026-07-01T09:45:00.000Z,81,45,18,0,true,false
2026-07-01T09:47:30.000Z,18,0,18,0,false,false
2026-07-01T09:50:00.000Z,100,29,18,0,true,false
2026-07-01T09:52:30.000Z,18,0,18,0,false,false
2026-07-01T09:55:00.000Z,80,59,97,129,true,true
2026-07-01T09:57:30.000Z,18,0,18,0,false,false
2026-07-01T10:00:00.000Z,78,45,18,0,true,false
2026-07-01T10:02:30.000Z,18,0,18,0,false,false
2026-07-01T10:05:00.000Z,81,43,18,0,true,false
2026-07-01T10:07:30.000Z,18,0,18,0,false,false
2026-07-01T10:10:00.000Z,80,42,18,0,true,false
2026-07-01T10:12:30.000Z,18,0,94,124,false,true
2026-07-01T10:15:00.000Z,98,35,18,0,true,false
2026-07-01T10:17:30.000Z,18,0,18,0,false,false
2026-07-01T10:20:00.000Z,98,32,18,0,true,false
2026-07-01T10:22:30.000Z,18,0,18,0,false,false
2026-07-01T10:25:00.000Z,82,35,18,0,true,false
2026-07-01T10:27:30.000Z,18,0,18,0,false,false
2026-07-01T10:30:00.000Z,75,36,18,0,true,false
2026-07-01T10:32:30.000Z,18,0,18,0,false,false
2026-07-01T10:35:00.000Z,102,29,99,134,true,true
2026-07-01T10:37:30.000Z,18,0,18,0,false,false
2026-07-01T10:40:00.000Z,75,35,18,0,true,false
2026-07-01T10:42:30.000Z,18,0,18,0,false,false
2026-07-01T10:45:00.000Z,71,54,18,0,true,false
2026-07-01T10:47:30.000Z,18,0,18,0,false,false
2026-07-01T10:50:00.000Z,82,50,18,0,true,false
2026-07-01T10:52:30.000Z,18,0,96,131,false,true
2026-07-01T10:55:00.000Z,83,47,18,0,true,false
2026-07-01T10:57:30.000Z,18,0,18,0,false,false
2026-07-01T11:00:00.000Z,79,45,18,0,true,false
2026-07-01T11:02:30.000Z,18,0,18,0,false,false
2026-07-01T11:05:00.000Z,76,21,18,0,true,false
2026-07-01T11:07:30.000Z,18,0,18,0,false,false
2026-07-01T11:10:00.000Z,78,41,18,0,true,false
2026-07-01T11:12:30.000Z,18,0,18,0,false,false
2026-07-01T11:15:00.000Z,82,37,97,132,true,true
2026-07-01T11:17:30.000Z,18,0,18,0,false,false
2026-07-01T11:20:00.000Z,76,39,18,0,true,false
2026-07-01T11:22:30.000Z,18,0,18,0,false,false
2026-07-01T11:25:00.000Z,80,47,18,0,true,false
2026-07-01T11:27:30.000Z,18,0,18,0,false,false
2026-07-01T11:30:00.000Z,18,0,96,117,false,true
2026-07-01T11:32:30.000Z,18,0,18,0,false,false
2026-07-01T11:35:00.000Z,80,36,18,0,true,false
2026-07-01T11:37:30.000Z,18,0,18,0,false,false
2026-07-01T11:40:00.000Z,82,30,18,0,true,false
2026-07-01T11:42:30.000Z,18,0,18,0,false,false
2026-07-01T11:45:00.000Z,78,49,18,0,true,false
2026-07-01T11:47:30.000Z,18,0,96,112,false,true
2026-07-01T11:50:00.000Z,89,40,18,0,true,false
2026-07-01T11:52:30.000Z,18,0,18,0,false,false
2026-07-01T11:55:00.000Z,78,61,18,0,true,false
2026-07-01T11:57:30.000Z,18,0,18,0,false,false
2026-07-01T12:00:00.000Z,81,46,18,0,true,false
2026-07-01T12:02:30.000Z,18,0,98,128,false,true
2026-07-01T12:05:00.000Z,77,52,18,0,true,false
2026-07-01T12:07:30.000Z,18,0,18,0,false,false
2026-07-01T12:10:00.000Z,81,52,18,0,true,false
2026-07-01T12:12:30.000Z,18,0,18,0,false,false
2026-07-01T12:15:00.000Z,72,47,18,0,true,false
2026-07-01T12:17:30.000Z,18,0,95,133,false,true
2026-07-01T12:20:00.000Z,82,39,18,0,true,false
2026-07-01T12:22:30.000Z,18,0,18,0,false,false
2026-07-01T12:25:00.000Z,78,56,18,0,true,false
2026-07-01T12:27:30.000Z,18,0,18,0,false,false
2026-07-01T12:30:00.000Z,95,39,18,0,true,false
2026-07-01T12:32:30.000Z,18,0,97,126,false,true
2026-07-01T12:35:00.000Z,81,42,18,0,true,false
2026-07-01T12:37:30.000Z,18,0,18,0,false,false
2026-07-01T12:40:00.000Z,81,38,18,0,true,false
2026-07-01T12:42:30.000Z,18,0,18,0,false,false
2026-07-01T12:45:00.000Z,85,44,18,0,true,false
2026-07-01T12:47:30.000Z,18,0,95,121,false,true
2026-07-01T12:50:00.000Z,84,41,18,0,true,false
2026-07-01T12:52:30.000Z,18,0,18,0,false,false
2026-07-01T12:55:00.000Z,83,35,18,0,true,false
2026-07-01T12:57:30.000Z,18,0,18,0,false,false
2026-07-01T13:00:00.000Z,82,48,18,0,true,false
2026-07-01T13:02:30.000Z,18,0,98,129,false,true
2026-07-01T13:05:00.000Z,80,29,18,0,true,false
2026-07-01T13:07:30.000Z,18,0,18,0,false,false
2026-07-01T13:10:00.000Z,84,32,18,0,true,false
2026-07-01T13:12:30.000Z,18,0,18,0,false,false
2026-07-01T13:15:00.000Z,81,39,18,0,true,false
2026-07-01T13:17:30.000Z,18,0,97,130,false,true
2026-07-01T13:20:00.000Z,83,33,18,0,true,false
2026-07-01T13:22:30.000Z,18,0,18,0,false,false
2026-07-01T13:25:00.000Z,85,26,18,0,true,false
2026-07-01T13:27:30.000Z,18,0,18,0,false,false
2026-07-01T13:30:00.000Z,84,43,18,0,true,false
2026-07-01T13:32:30.000Z,18,0,18,0,false,false
2026-07-01T13:35:00.000Z,87,35,18,0,true,false
2026-07-01T13:37:30.000Z,18,0,98,130,false,true
2026-07-01T13:40:00.000Z,79,35,18,0,true,false
2026-07-01T13:42:30.000Z,18,0,18,0,false,false
2026-07-01T13:45:00.000Z,78,31,18,0,true,false
2026-07-01T13:47:30.000Z,18,0,18,0,false,false
2026-07-01T13:50:00.000Z,80,47,18,0,true,false
2026-07-01T13:52:30.000Z,18,0,18,0,false,false
2026-07-01T13:55:00.000Z,18,0,18,0,false,false
2026-07-01T13:57:30.000Z,18,0,97,141,false,true
2026-07-01T14:00:00.000Z,79,30,18,0,true,false
2026-07-01T14:02:30.000Z,18,0,18,0,false,false
2026-07-01T14:05:00.000Z,83,39,18,0,true,false
2026-07-01T14:07:30.000Z,18,0,18,0,false,false
2026-07-01T14:10:00.000Z,81,32,18,0,true,false
2026-07-01T14:12:30.000Z,18,0,18,0,false,false
2026-07-01T14:15:00.000Z,80,31,97,127,true,true
2026-07-01T14:17:30.000Z,18,0,18,0,false,false
2026-07-01T14:20:00.000Z,86,40,18,0,true,false
2026-07-01T14:22:30.000Z,18,0,18,0,false,false
2026-07-01T14:25:00.000Z,83,27,18,0,true,false
2026-07-01T14:27:30.000Z,18,0,18,0,false,false
2026-07-01T14:30:00.000Z,79,43,18,0,true,false
2026-07-01T14:32:30.000Z,18,0,97,128,false,true
2026-07-01T14:35:00.000Z,84,44,18,0,true,false
2026-07-01T14:37:30.000Z,18,0,18,0,false,false
2026-07-01T14:40:00.000Z,81,23,18,0,true,false
2026-07-01T14:42:30.000Z,18,0,18,0,false,false
2026-07-01T14:45:00.000Z,81,45,95,131,true,true
2026-07-01T14:47:30.000Z,18,0,18,0,false,false
2026-07-01T14:50:00.000Z,75,51,18,0,true,false
2026-07-01T14:52:30.000Z,18,0,18,0,false,false
2026-07-01T14:55:00.000Z,81,58,96,118,true,true
2026-07-01T14:57:30.000Z,18,0,18,0,false,false
2026-07-01T15:00:00.000Z,80,44,18,0,true,false
2026-07-01T15:02:30.000Z,18,0,18,0,false,false
2026-07-01T15:05:00.000Z,73,40,95,130,true,true
2026-07-01T15:07:30.000Z,18,0,18,0,false,false
2026-07-01T15:10:00.000Z,88,32,18,0,true,false
2026-07-01T15:12:30.000Z,18,0,18,0,false,false
2026-07-01T15:15:00.000Z,83,40,18,0,true,false
2026-07-01T15:17:30.000Z,18,0,18,0,false,false
2026-07-01T15:20:00.000Z,18,0,98,122,false,true
2026-07-01T15:22:30.000Z,18,0,18,0,false,false
2026-07-01T15:25:00.000Z,77,52,18,0,true,false
2026-07-01T15:27:30.000Z,18,0,18,0,false,false
2026-07-01T15:30:00.000Z,82,48,18,0,true,false
2026-07-01T15:32:30.000Z,18,0,18,0,false,false
2026-07-01T15:35:00.000Z,81,49,96,133,true,true
2026-07-01T15:37:30.000Z,18,0,18,0,false,false
2026-07-01T15:40:00.000Z,83,34,18,0,true,false
2026-07-01T15:42:30.000Z,18,0,18,0,false,false
2026-07-01T15:45:00.000Z,80,53,18,0,true,false
2026-07-01T15:47:30.000Z,18,0,18,0,false,false
2026-07-01T15:50:00.000Z,82,30,93,125,true,true
2026-07-01T15:52:30.000Z,18,0,18,0,false,false
2026-07-01T15:55:00.000Z,86,32,18,0,true,false
2026-07-01T15:57:30.000Z,18,0,18,0,false,false
2026-07-01T16:00:00.000Z,81,51,18,0,true,false
2026-07-01T16:02:30.000Z,18,0,95,137,false,true
2026-07-01T16:05:00.000Z,84,42,18,0,true,false
2026-07-01T16:07:30.000Z,18,0,18,0,false,false
2026-07-01T16:10:00.000Z,80,46,18,0,true,false
2026-07-01T16:12:30.000Z,18,0,18,0,false,false
2026-07-01T16:15:00.000Z,80,52,97,136,true,true
2026-07-01T16:17:30.000Z,18,0,18,0,false,false
2026-07-01T16:20:00.000Z,85,43,18,0,true,false
2026-07-01T16:22:30.000Z,18,0,18,0,false,false
2026-07-01T16:25:00.000Z,78,31,18,0,true,false
2026-07-01T16:27:30.000Z,18,0,18,0,false,false
2026-07-01T16:30:00.000Z,86,37,18,0,true,false
2026-07-01T16:32:30.000Z,18,0,18,0,false,false
2026-07-01T16:35:00.000Z,78,54,18,0,true,false
2026-07-01T16:37:30.000Z,18,0,18,0,false,false
2026-07-01T16:40:00.000Z,80,62,18,0,true,false
2026-07-01T16:42:30.000Z,18,0,18,0,false,false
2026-07-01T16:45:00.000Z,79,50,98,125,true,true
2026-07-01T16:47:30.000Z,18,0,18,0,false,false
2026-07-01T16:50:00.000Z,81,53,18,0,true,false
2026-07-01T16:52:30.000Z,18,0,18,0,false,false
2026-07-01T16:55:00.000Z,81,37,18,0,true,false
2026-07-01T16:57:30.000Z,18,0,18,0,false,false
2026-07-01T17:00:00.000Z,18,0,97,133,false,true
2026-07-01T17:02:30.000Z,18,0,18,0,false,false
2026-07-01T17:05:00.000Z,83,34,18,0,true,false
2026-07-01T17:07:30.000Z,18,0,18,0,false,false
2026-07-01T17:10:00.000Z,81,33,18,0,true,false
2026-07-01T17:12:30.000Z,18,0,95,130,false,true
2026-07-01T17:15:00.000Z,79,50,18,0,true,false
2026-07-01T17:17:30.000Z,18,0,18,0,false,false
2026-07-01T17:20:00.000Z,83,40,18,0,true,false
2026-07-01T17:22:30.000Z,18,0,18,0,false,false
2026-07-01T17:25:00.000Z,78,53,18,0,true,false
2026-07-01T17:27:30.000Z,18,0,94,133,false,true
2026-07-01T17:30:00.000Z,83,34,18,0,true,false
2026-07-01T17:32:30.000Z,18,0,18,0,false,false
2026-07-01T17:35:00.000Z,82,44,18,0,true,false
2026-07-01T17:37:30.000Z,18,0,18,0,false,false
2026-07-01T17:40:00.000Z,79,51,18,0,true,false
2026-07-01T17:42:30.000Z,18,0,18,0,false,false
2026-07-01T17:45:00.000Z,76,40,96,133,true,true
2026-07-01T17:47:30.000Z,18,0,18,0,false,false
2026-07-01T17:50:00.000Z,82,39,18,0,true,false
2026-07-01T17:52:30.000Z,18,0,18,0,false,false
2026-07-01T17:55:00.000Z,77,53,98,128,true,true
2026-07-01T17:57:30.000Z,18,0,18,0,false,false
2026-07-01T18:00:00.000Z,79,45,18,0,true,false
2026-07-01T18:02:30.000Z,18,0,18,0,false,false
2026-07-01T18:05:00.000Z,79,33,97,120,true,true
2026-07-01T18:07:30.000Z,18,0,18,0,false,false
2026-07-01T18:10:00.000Z,76,39,18,0,true,false
2026-07-01T18:12:30.000Z,18,0,18,0,false,false
2026-07-01T18:15:00.000Z,79,34,18,0,true,false
2026-07-01T18:17:30.000Z,18,0,18,0,false,false
2026-07-01T18:20:00.000Z,77,42,94,119,true,true
2026-07-01T18:22:30.000Z,18,0,18,0,false,false
2026-07-01T18:25:00.000Z,79,38,18,0,true,false
2026-07-01T18:27:30.000Z,18,0,18,0,false,false
2026-07-01T18:30:00.000Z,81,24,97,116,true,true
2026-07-01T18:32:30.000Z,18,0,18,0,false,false
2026-07-01T18:35:00.000Z,75,47,18,0,true,false
2026-07-01T18:37:30.000Z,18,0,18,0,false,false
2026-07-01T18:40:00.000Z,80,28,18,0,true,false
2026-07-01T18:42:30.000Z,18,0,95,131,false,true
2026-07-01T18:45:00.000Z,74,36,18,0,true,false
2026-07-01T18:47:30.000Z,18,0,18,0,false,false
2026-07-01T18:50:00.000Z,77,31,18,0,true,false
2026-07-01T18:52:30.000Z,18,0,96,134,false,true
2026-07-01T18:55:00.000Z,18,0,18,0,false,false
2026-07-01T18:57:30.000Z,18,0,18,0,false,false
2026-07-01T19:00:00.000Z,101,27,18,0,true,false
2026-07-01T19:02:30.000Z,18,0,18,0,false,false
2026-07-01T19:05:00.000Z,82,40,18,0,true,false
2026-07-01T19:07:30.000Z,18,0,97,120,false,true
2026-07-01T19:10:00.000Z,82,44,18,0,true,false
2026-07-01T19:12:30.000Z,18,0,18,0,false,false
2026-07-01T19:15:00.000Z,76,36,18,0,true,false
2026-07-01T19:17:30.000Z,18,0,18,0,false,false
2026-07-01T19:20:00.000Z,74,52,18,0,true,false
2026-07-01T19:22:30.000Z,18,0,95,137,false,true
2026-07-01T19:25:00.000Z,83,35,18,0,true,false
2026-07-01T19:27:30.000Z,18,0,18,0,false,false
2026-07-01T19:30:00.000Z,78,33,18,0,true,false
2026-07-01T19:32:30.000Z,18,0,18,0,false,false
2026-07-01T19:35:00.000Z,79,46,18,0,true,false
2026-07-01T19:37:30.000Z,18,0,97,139,false,true
2026-07-01T19:40:00.000Z,77,31,18,0,true,false
2026-07-01T19:42:30.000Z,18,0,18,0,false,false
2026-07-01T19:45:00.000Z,73,34,18,0,true,false
2026-07-01T19:47:30.000Z,18,0,97,126,false,true
2026-07-01T19:50:00.000Z,75,44,18,0,true,false
2026-07-01T19:52:30.000Z,18,0,18,0,false,false
2026-07-01T19:55:00.000Z,74,39,18,0,true,false
2026-07-01T19:57:30.000Z,18,0,18,0,false,false
